FirstName,LastName,Date_of_birth,Death_Date,Country_of_birth
Paul,Mescal,1900-01-01,,Maynooth
Paul,Meurisse,1900-01-01,,Dunkirk
Paul,Mezey,1900-01-01,,Unknown
Paul,Misraki,1900-01-01,,Unknown
Paul,Monash,1900-01-01,,Harlem
Paul,Morrison,1900-01-01,,London
Paul,Mounsey,1900-01-01,,Unknown
Paul,Muni,1900-01-01,,Lemberg
Paul,Newman,1900-01-01,,"Cleveland Heights, Ohio"
Paul,Nicholas,1900-01-01,,Peterborough
Paul,Osborn,1900-01-01,,"Evansville, Indiana"
Paul,Pena,1900-01-01,,"Hyannis, Massachusetts"
Paul,Perez,1900-01-01,,Unknown
Paul,Petschek,1900-01-01,,Unknown
Paul,Préboist,1900-01-01,,Marseille
Paul,Raci,1900-01-01,,Chicago
Paul,Raimondi,1900-01-01,,Unknown
Paul,Reiser,1900-01-01,,New York City
Paul,Reubens,1900-01-01,,"Peekskill, New York"
Paul,Rhys,1900-01-01,,Unknown
Paul,Robeson,1900-01-01,,"Princeton, New Jersey"
Paul,Rogers,1900-01-01,,Unknown
Paul,Rotha,1900-01-01,,Unknown
Paul,Rothchild,1900-01-01,,Brooklyn
Paul,Rubell,1900-01-01,,Unknown
Paul,Rudd,1900-01-01,,"Passaic, New Jersey"
Paul,Rudnick,1900-01-01,,"Piscataway, New Jersey"
Paul,Saltman,1900-01-01,,Los Angeles
Paul,Sand,1900-01-01,,"Santa Monica, California"
Paul,Sarossy,1900-01-01,,Barrie
Paul,Sawtell,1900-01-01,,Unknown
Paul,Schiff,1900-01-01,,Unknown
Paul,Schneider,1900-01-01,,"Oakland, California"
Paul,Schrader,1900-01-01,,"Grand Rapids, Michigan"
Paul,Scofield,1900-01-01,,Birmingham
Paul,Shapiro,1900-01-01,,Unknown
Paul,Simon,1900-01-01,,"Newark, New Jersey"
Paul,Smith,1900-01-01,,"Calumet, Michigan"
Paul,Sorvino,1900-01-01,,New York City
Paul,Stanton,1900-01-01,,"Sterling, Illinois"
Paul,Stekler,1900-01-01,,Unknown
Paul,Stewart,1900-01-01,,Manhattan
Paul,Terry,1900-01-01,,Watford
Paul,Tripp,1900-01-01,,Unknown
Paul,Turner,1900-01-01,,Unknown
Paul,Tylak,1900-01-01,,Unknown
Paul,Verhoeven,1900-01-01,,Amsterdam
Paul,Vogel,1900-01-01,,Unknown
Paul,Watkins,1900-01-01,,Unknown
Paul,Weatherwax,1900-01-01,,Unknown
Paul,Webb,1900-01-01,,Unknown
Paul,Webster,1900-01-01,,Unknown
Paul,Weitz,1900-01-01,,New York City
Paul,Whiteman,1900-01-01,,Denver
Paul,Williams,1900-01-01,,"Omaha, Nebraska"
Paul,Winchell,1900-01-01,,New York City
Paul,Winfield,1900-01-01,,"Dallas, Texas"
Paul,Witt,1900-01-01,,New York City
Paul,Young,1900-01-01,,Unknown
Paula,Beer,1900-01-01,,Mainz
Paula,Kelly,1900-01-01,,"Jacksonville, Florida"
Paula,Luchsinger,1900-01-01,,"Santiago, Chile"
Paula,Parker,1900-01-01,,"Cleveland, Ohio"
Paula,Patton,1900-01-01,,Los Angeles
Paula,Prentiss,1900-01-01,,"San Antonio, Texas"
Paula,Stone,1900-01-01,,Unknown
Paula,Wagner,1900-01-01,,"Youngstown, Ohio"
Paula,Weinstein,1900-01-01,,New York City
Paulette,Goddard,1900-01-01,,[a]
Paulina,Porizkova,1900-01-01,,Prostějov
Pauline,Collins,1900-01-01,,Exmouth
Pavel,Chukhray,1900-01-01,,Unknown
Pavel,Landovský,1900-01-01,,Havlíčkův Brod
Pavel,Lebeshev,1900-01-01,,Unknown
Pavle,Vujisić,1900-01-01,,Belgrade
Paweł,Edelman,1900-01-01,,Łódź
Paweł,Małaszyński,1900-01-01,,Szczecinek
Paweł,Mykietyn,1900-01-01,,Oława
Paweł,Pawlikowski,1900-01-01,,Warsaw
Pawo,Dorji,1900-01-01,,Unknown
Pearl,Bailey,1900-01-01,,"Newport News, Virginia"
Pedro,Almodóvar,1900-01-01,,Calzada de Calatrava
Pedro,Armendáriz,1900-01-01,,Mexico City
Pedro,Cardoso,1900-01-01,,Rio de Janeiro
Pedro,Kos,1900-01-01,,"Rio de Janeiro, Brazil"
Pedro,Pascal,1900-01-01,,Santiago
Peggy,Ashcroft,1900-01-01,,Croydon
Peggy,Cass,1900-01-01,,Unknown
Peggy,Cummins,1900-01-01,,Prestatyn
Peggy,Dow,1900-01-01,,"Columbia, Mississippi"
Peggy,Garner,1900-01-01,,"Canton, Ohio"
Peggy,Lee,1900-01-01,,"Jamestown, North Dakota"
Peggy,Rajski,1900-01-01,,"Stevens Point, Wisconsin"
Peggy,Ryan,1900-01-01,,"Long Beach, California"
Peggy,Wood,1900-01-01,,"Brooklyn, New York"
Pelle,Hvenegaard,1900-01-01,,Copenhagen
Pembroke,Herring,1900-01-01,,Unknown
Pen,Densham,1900-01-01,,[1]
Penélope,Cruz,1900-01-01,,Alcobendas
Penelope,Dudley-Ward,1900-01-01,,London
Penelope,Gilliatt,1900-01-01,,Unknown
Penelope,Milford,1900-01-01,,"St. Louis, Missouri"
Penelope,Miller,1900-01-01,,Los Angeles
Penelope,Wilton,1900-01-01,,Scarborough
Penn,Badgley,1900-01-01,,"Baltimore, Maryland"
Penny,Marshall,1900-01-01,,New York City
Pepe,Danquart,1900-01-01,,Unknown
Per,Christensen,1900-01-01,,Unknown
Per,Ellefsen,1900-01-01,,Unknown
Per,Gørvell,1900-01-01,,Unknown
Per,Holst,1900-01-01,,Brønshøj
Per,Nørgård,1900-01-01,,Unknown
Per,Sundman,1900-01-01,,Vaxholm
Perce,Pearce,1900-01-01,,"Waukegan, Illinois"
Percy,Adlon,1900-01-01,,Munich
Percy,Faith,1900-01-01,,Toronto
Percy,Grainger,1900-01-01,,Melbourne
Percy,Heath,1900-01-01,,"Perry, Missouri"
Percy,Kilbride,1900-01-01,,San Francisco
Percy,Rodriguez,1900-01-01,,Montreal
Pernell,Roberts,1900-01-01,,"Waycross, Georgia"
Pernilla,August,1900-01-01,,Stockholm
Perry,Jr.,1900-01-01,,"New York City, New York"
Perry,Lopez,1900-01-01,,New York City
Persis,Khambatta,1900-01-01,,Bombay
Pert,Kelton,1900-01-01,,"Great Falls, Montana"
Pete,Burness,1900-01-01,,Unknown
Pete,Czernin,1900-01-01,,Unknown
Pete,Docter,1900-01-01,,"Bloomington, Minnesota"
Pete,Postlethwaite,1900-01-01,,Warrington
Pete,Rugolo,1900-01-01,,San Piero Patti
Pete,Seeger,1900-01-01,,Unknown
Pete,Smith,1900-01-01,,New York City
Pete,Townshend,1900-01-01,,Chiswick
Peter,Adam,1900-01-01,,Pirmasens
Peter,Allen,1900-01-01,,"Tenterfield, New South Wales"
Peter,Andrews,1900-01-01,,Atlanta
Peter,Barnes,1900-01-01,,Unknown
Peter,Bart,1900-01-01,,[1]
Peter,Bartlett,1900-01-01,,Unknown
Peter,Baylis,1900-01-01,,Unknown
Peter,Begin,1900-01-01,,Unknown
Peter,Berg,1900-01-01,,[1]
Peter,Berger,1900-01-01,,"Los Angeles, California"
Peter,Best,1900-01-01,,Unknown
Peter,Biziou,1900-01-01,,Wales
Peter,Bogdanovich,1900-01-01,,"Kingston, New York"
Peter,Boyle,1900-01-01,,Formby
Peter,Breck,1900-01-01,,"Rochester, New York"
Peter,Brown,1900-01-01,,Unknown
Peter,Capaldi,1900-01-01,,Glasgow
Peter,Cattaneo,1900-01-01,,Twickenham
Peter,Chernin,1900-01-01,,[1]
Peter,Collister,1900-01-01,,Cleveland
Peter,Coyote,1900-01-01,,[1]
Peter,Craig,1900-01-01,,"Los Angeles, California"
Peter,Curran,1900-01-01,,London
Peter,Cushing,1900-01-01,,Kenley
Peter,Czernin,1900-01-01,,Unknown
Peter,Dasent,1900-01-01,,Unknown
Peter,Davies,1900-01-01,,Salford
Peter,Davis,1900-01-01,,"Santa Monica, California"
Peter,Deming,1900-01-01,,Beirut
Peter,Dinklage,1900-01-01,,Jersey Shore
Péter,Dobai,1900-01-01,,Unknown
Peter,Donaldson,1900-01-01,,"Midland, Ontario"
Peter,Egan,1900-01-01,,Hampstead
Péter,Eötvös,1900-01-01,,Székelyudvarhely
Peter,Eyck,1900-01-01,,Pomerania
Peter,Eyre,1900-01-01,,Unknown
Peter,Faiman,1900-01-01,,Melbourne
Peter,Falk,1900-01-01,,The Bronx
Peter,Farrelly,1900-01-01,,"Phoenixville, Pennsylvania"
Peter,Finch,1900-01-01,,London
Peter,Firth,1900-01-01,,Bradford
Peter,Foges,1900-01-01,,Unknown
Peter,Foldes,1900-01-01,,Budapest
Peter,Fonda,1900-01-01,,New York City
Peter,Friedman,1900-01-01,,Unknown
Peter,Fudakowski,1900-01-01,,London
Peter,Gabriel,1900-01-01,,Chobham
Peter,Gallagher,1900-01-01,,Unknown
Peter,Gilbert,1900-01-01,,Unknown
Peter,Glenville,1900-01-01,,Hampstead
Peter,Goldbaum,1900-01-01,,Unknown
Peter,Graves,1900-01-01,,Minneapolis
Peter,Greene,1900-01-01,,"Montclair, New Jersey"
Peter,Guber,1900-01-01,,Boston
Peter,Hahne,1900-01-01,,Unknown
Peter,Hannan,1900-01-01,,Unknown
Peter,Hansen,1900-01-01,,Oakland
Peter,Hawkins,1900-01-01,,Brixton
Peter,Hayes,1900-01-01,,"San Francisco, California"
Peter,Hedges,1900-01-01,,"West Des Moines, Iowa"
Peter,Helm,1900-01-01,,"Toronto, Ontario"
Peter,Hermann,1900-01-01,,Unknown
Peter,Herrmann,1900-01-01,,Unknown
Peter,Honess,1900-01-01,,London
Peter,Hunt,1900-01-01,,"Pasadena, California"
Peter,Hyams,1900-01-01,,Unknown
Peter,Indergand,1900-01-01,,Unknown
Peter,Jackson,1900-01-01,,Wellington
Peter,James,1900-01-01,,Sydney
Peter,Jankowski,1900-01-01,,Unknown
Peter,Jensen,1900-01-01,,Unknown
Peter,Jepson-Young,1900-01-01,,New Westminster
Peter,Jordan,1900-01-01,,Dortmund
Peter,Kastner,1900-01-01,,Toronto
Peter,Kay,1900-01-01,,Farnworth
Peter,Kinoy,1900-01-01,,Unknown
Peter,Ladue,1900-01-01,,Unknown
Peter,Lanzani,1900-01-01,,Unknown
Peter,Lawford,1900-01-01,,Unknown
Peter,Lord,1900-01-01,,Bristol
Peter,Lorre,1900-01-01,,Rózsahegy
Peter,Lurie,1900-01-01,,Unknown
Peter,MacGregor-Scott,1900-01-01,,Unknown
Peter,MacNicol,1900-01-01,,[1]
Peter,Macon,1900-01-01,,Unknown
Peter,Masterson,1900-01-01,,Houston
Peter,Matthiessen,1900-01-01,,Unknown
Peter,Matz,1900-01-01,,Pittsburgh
Peter,Mayhew,1900-01-01,,Barnes
Peter,McDonald,1900-01-01,,Dublin
Peter,McNulty,1900-01-01,,Unknown
Peter,Medak,1900-01-01,,Budapest
Peter,Mills,1900-01-01,,Unknown
Peter,Milne,1900-01-01,,Unknown
Peter,Min,1900-01-01,,Unknown
Peter,Mokrosinski,1900-01-01,,Łódź
Peter,Morgan,1900-01-01,,Unknown
Peter,Mullan,1900-01-01,,Peterhead
Peter,Nashel,1900-01-01,,"Ridgewood, New Jersey"
Peter,Newman,1900-01-01,,"White Plains, New York"
Peter,Nichols,1900-01-01,,Bristol
Peter,O'Toole,1900-01-01,,Leeds
Peter,Ostrum,1900-01-01,,Dallas
Peter,Palmer,1900-01-01,,"Milwaukee, Wisconsin"
Peter,Pau,1900-01-01,,Hong Kong
Peter,Przygodda,1900-01-01,,Berlin
Peter,Ramsey,1900-01-01,,[1]
Peter,Riegert,1900-01-01,,The Bronx
Peter,Robbins,1900-01-01,,Los Angeles
Peter,Sallis,1900-01-01,,Twickenham
Peter,Saraf,1900-01-01,,Unknown
Peter,Sarsgaard,1900-01-01,,"St. Clair County, Illinois"
Peter,Schamoni,1900-01-01,,Berlin
Peter,Schildt,1900-01-01,,Unknown
Peter,Sciberras,1900-01-01,,Unknown
Peter,Scott,1900-01-01,,Unknown
Peter,Sellers,1900-01-01,,Southsea
Peter,Simonischek,1900-01-01,,Graz
Peter,Sohn,1900-01-01,,[1]
Peter,Sova,1900-01-01,,Prague
Peter,Spears,1900-01-01,,[1]
Peter,Spirer,1900-01-01,,Unknown
Peter,Stein,1900-01-01,,New York City
Peter,Stone,1900-01-01,,Los Angeles
Peter,Stormare,1900-01-01,,Kumla
Peter,Straughan,1900-01-01,,Unknown
Peter,Suschitzky,1900-01-01,,Unknown
Peter,Tanner,1900-01-01,,Tilford
Peter,Taylor,1900-01-01,,Portsmouth
Peter,Teschner,1900-01-01,,Unknown
Peter,Thomas,1900-01-01,,Breslau
Peter,Turgeon,1900-01-01,,[1]
Peter,Ustinov,1900-01-01,,London
Peter,Vaughan,1900-01-01,,Wem
Peter,Vecho,1900-01-01,,"Quincy, Massachusetts"
Peter,Vries,1900-01-01,,"Chicago, Illinois"
Peter,Watkins,1900-01-01,,Norbiton
Peter,Weatherley,1900-01-01,,London
Peter,Webber,1900-01-01,,United Kingdom
Peter,Weir,1900-01-01,,Unknown
Peter,Weller,1900-01-01,,"Stevens Point, Wisconsin"
Peter,Werner,1900-01-01,,New York City
Peter,Yates,1900-01-01,,Aldershot
Peter,Zeitlinger,1900-01-01,,Prague
Peter,Zinner,1900-01-01,,"Vienna, Austria"
Peter-Christian,Fueter,1900-01-01,,Unknown
"Peter,",Mary,1900-01-01,,Unknown
Petr,Čepek,1900-01-01,,Prague
Petr,Jarchovský,1900-01-01,,Prague
Petra,Costa,1900-01-01,,Belo Horizonte
Petter,Næss,1900-01-01,,Oslo
Petter,Skavlan,1900-01-01,,Unknown
Petula,Clark,1900-01-01,,Ewell
Peverell,Marley,1900-01-01,,"San Jose, California"
Peyman,Moaadi,1900-01-01,,New York City
Pharrell,Williams,1900-01-01,,[1]
Phedon,Jr.,1900-01-01,,Athens
Phedon,Papamichael,1900-01-01,,Athens
Phellipe,Haagensen,1900-01-01,,Unknown
Phi,Lân,1900-01-01,,Unknown
Phil,Baker,1900-01-01,,Philadelphia
Phil,Boutelje,1900-01-01,,Unknown
Phil,Collins,1900-01-01,,Unknown
Phil,Cousineau,1900-01-01,,"Columbia, South Carolina"
Phil,Davis,1900-01-01,,Highgate
Phil,Donahue,1900-01-01,,Cleveland
Phil,Feldman,1900-01-01,,Unknown
Phil,Harris,1900-01-01,,"Linton, Indiana"
Phil,Johnston,1900-01-01,,Minneapolis
Phil,Karlson,1900-01-01,,Unknown
Phil,Lord,1900-01-01,,[1]
Phil,Lyne,1900-01-01,,Unknown
Phil,Méheux,1900-01-01,,Sidcup
Phil,Miller,1900-01-01,,[1]
Phil,Moore,1900-01-01,,Unknown
Phil,Morrison,1900-01-01,,Unknown
Phil,Ohman,1900-01-01,,"New Britain, Connecticut"
Phil,Regan,1900-01-01,,"Brooklyn, New York"
Phil,Robinson,1900-01-01,,"Long Beach, New York"
Phil,Silvers,1900-01-01,,New York City
Philip,Anderson,1900-01-01,,"New York City, New York"
Philip,Bosco,1900-01-01,,"Jersey City, New Jersey"
Philip,Bruns,1900-01-01,,"Pipestone, Minnesota"
Philip,Cahn,1900-01-01,,"New York, New York"
Philip,D'Antoni,1900-01-01,,New York City
Philip,Dorn,1900-01-01,,Scheveningen
Philip,Dunne,1900-01-01,,Unknown
Philip,Dunning,1900-01-01,,[1]
Philip,Epstein,1900-01-01,,Unknown
Philip,Ettinger,1900-01-01,,"Fair Lawn, New Jersey"
Philip,Glass,1900-01-01,,Baltimore
Philip,Haas,1900-01-01,,Unknown
Philip,Hall,1900-01-01,,"Toledo, Ohio"
Philip,Hoffman,1900-01-01,,"Fairport, New York"
Philip,Hudsmith,1900-01-01,,Unknown
Philip,Kaufman,1900-01-01,,Chicago
Philip,Lathrop,1900-01-01,,"Merced, California"
Philip,LaZebnik,1900-01-01,,[1]
Philip,Leacock,1900-01-01,,"London, England"
Philip,Martin,1900-01-01,,Unknown
Philip,Merivale,1900-01-01,,Manickpur
Philip,Ober,1900-01-01,,"Fort Payne, Alabama"
Philip,Stone,1900-01-01,,Kirkstall
Philip,Tannura,1900-01-01,,"Manhattan, New York City"
Philip,Tonge,1900-01-01,,Hampstead
Philip,Yordan,1900-01-01,,Chicago
Philippe,Agostini,1900-01-01,,Unknown
Philippe,Broca,1900-01-01,,Paris
Philippe,Carcassonne,1900-01-01,,Unknown
Philippe,Clay,1900-01-01,,Unknown
Philippe,Falardeau,1900-01-01,,"Hull, Quebec"
Philippe,Leroy,1900-01-01,,Paris
Philippe,Lopes-Curval,1900-01-01,,Bayeux
Philippe,Morier-Genoud,1900-01-01,,Unknown
Philippe,Noiret,1900-01-01,,Lille
Philippe,Orreindy,1900-01-01,,Unknown
Philippe,Petit,1900-01-01,,Nemours
Philippe,Pollet-Villard,1900-01-01,,Unknown
Philippe,Rombi,1900-01-01,,"Pau, Pyrénées-Atlantiques"
Philippe,Rousselet,1900-01-01,,[1]
Philippe,Rousselot,1900-01-01,,Briey
Philippe,Sarde,1900-01-01,,Hauts-de-Seine
Philippe,Sourd,1900-01-01,,Unknown
Philippe,Volter,1900-01-01,,Uccle
Philippine,Leroy-Beaulieu,1900-01-01,,[1]
Phillip,Alford,1900-01-01,,"Gadsden, Alabama"
Phillip,Borsos,1900-01-01,,"Hobart, Tasmania"
Phillip,Glasser,1900-01-01,,"Tarzana, California"
Phillip,Noyce,1900-01-01,,"Griffith, New South Wales"
Phillip,Terry,1900-01-01,,San Francisco
Phillipa,Soo,1900-01-01,,[1]
Phillips,Holmes,1900-01-01,,Grand Rapids
Phoebe,Ephron,1900-01-01,,"New York City, New York"
Phoebe,Nicholls,1900-01-01,,London
Phoebe,Waller-Bridge,1900-01-01,,Hammersmith
Phylicia,Mpasi,1900-01-01,,"Silver Spring, Maryland"
Phylicia,Rashad,1900-01-01,,"Houston, Texas"
Phyllida,Lloyd,1900-01-01,,[1]
Phyllis,Avery,1900-01-01,,Unknown
Phyllis,Coates,1900-01-01,,"Wichita Falls, Texas"
Phyllis,Haver,1900-01-01,,"Douglass, Kansas"
Phyllis,Logan,1900-01-01,,"Paisley, Renfrewshire"
Phyllis,Love,1900-01-01,,"Des Moines, Iowa"
Phyllis,Smith,1900-01-01,,[1]
Phyllis,Somerville,1900-01-01,,"Iowa City, Iowa"
Phyllis,Thaxter,1900-01-01,,"Portland, Maine"
Pier,Angeli,1900-01-01,,Cagliari
Pier,Pasolini,1900-01-01,,Bologna
Piera,Esposti,1900-01-01,,Bologna
Pierce,Brosnan,1900-01-01,,Drogheda
Pierfrancesco,Favino,1900-01-01,,Rome
Piero,Piccioni,1900-01-01,,Kingdom of Italy
Piero,Umiliani,1900-01-01,,Florence
Pierre,Bachelet,1900-01-01,,Paris
Pierre,Barouh,1900-01-01,,15th arrondissement of Paris
Pierre,Blaise,1900-01-01,,Moissac
Pierre,Bost,1900-01-01,,"Lasalle, Gard"
Pierre,Brasseur,1900-01-01,,Paris
Pierre,Brault,1900-01-01,,Montreal
Pierre,Braunberger,1900-01-01,,Unknown
Pierre,Clémenti,1900-01-01,,Paris
Pierre,Coffin,1900-01-01,,France
Pierre,Collings,1900-01-01,,Unknown
Pierre,Curzi,1900-01-01,,Montreal
Pierre,Dux,1900-01-01,,Paris
Pierre,Étaix,1900-01-01,,Roanne
Pierre,Even,1900-01-01,,Unknown
Pierre,Fresnay,1900-01-01,,Unknown
Pierre,Gaisseau,1900-01-01,,Unknown
Pierre,Gendron,1900-01-01,,Unknown
Pierre,Grunstein,1900-01-01,,Unknown
Pierre,Lhomme,1900-01-01,,Boulogne-Billancourt
Pierre,Lindstedt,1900-01-01,,Dalarö
Pierre,Maguelon,1900-01-01,,Unknown
Pierre,Norman,1900-01-01,,Unknown
Pierre,Renoir,1900-01-01,,Paris
Pierre,Richard,1900-01-01,,Valenciennes
Pierre,Schoendoerffer,1900-01-01,,Chamalières
Pierre,Spengler,1900-01-01,,Unknown
Pierre,Turgeon,1900-01-01,,Quebec City
Pierre,Uytterhoeven,1900-01-01,,Unknown
Pierre,Watkin,1900-01-01,,"Afton Township, Cherokee County, Iowa"
Pierre-William,Glenn,1900-01-01,,Paris
Pieter,Bourke,1900-01-01,,Melbourne
Pieter,Brugge,1900-01-01,,Deventer
Pietro,Germi,1900-01-01,,Genoa
Pietro,Scalia,1900-01-01,,Catania
Pilar,Savone,1900-01-01,,Unknown
Pilou,Asbæk,1900-01-01,,Copenhagen
Pim,Jacobs,1900-01-01,,Hilversum
Pina,Bausch,1900-01-01,,Solingen
Pina,Cei,1900-01-01,,San Juan
Pina,Pellicer,1900-01-01,,Mexico City
Pinky,Lee,1900-01-01,,"Saint Paul, Minnesota"
Pino,Daniele,1900-01-01,,Naples
Pino,Donaggio,1900-01-01,,Burano
Pinto,Colvig,1900-01-01,,"Jacksonville, Oregon"
Piotr,Sobociński,1900-01-01,,Łódź
Pip,Karmel,1900-01-01,,[1]
Pip,Torrens,1900-01-01,,[1]
Piper,Laurie,1900-01-01,,Unknown
Pippa,Harris,1900-01-01,,London
Pippa,Scott,1900-01-01,,"Los Angeles, California"
PJ,Raval,1900-01-01,,Unknown
Plácido,Domingo,1900-01-01,,Madrid
Pola,Negri,1900-01-01,,Lipno
Polly,Bergen,1900-01-01,,"Knoxville, Tennessee"
Polly,Platt,1900-01-01,,"Fort Sheridan, Illinois"
Polly,Rowles,1900-01-01,,"Philadelphia, Pennsylvania"
Polly,Walker,1900-01-01,,Warrington
Pom,Klementieff,1900-01-01,,Quebec City
Porter,Hall,1900-01-01,,"Cincinnati, Ohio"
Poul,Pedersen,1900-01-01,,"Racine, Wisconsin"
Poul,Reichhardt,1900-01-01,,Ganløse
Powers,Boothe,1900-01-01,,"Snyder, Texas"
Preben,Philipsen,1900-01-01,,Copenhagen
Predrag,Laković,1900-01-01,,Skopje
Presley,Chweneyagae,1900-01-01,,[1]
Preston,Foster,1900-01-01,,"Ocean City, New Jersey"
Preston,Holmes,1900-01-01,,Unknown
Preston,Sturges,1900-01-01,,Chicago
Primo,Carnera,1900-01-01,,Sequals
Priscilla,Lane,1900-01-01,,"Indianola, Iowa"
Priscilla,Nedd,1900-01-01,,Unknown
Priscilla,Nedd-Friendly,1900-01-01,,Unknown
Priyanka,Jonas,1900-01-01,,Jamshedpur
Prunella,Ransome,1900-01-01,,Croydon
Prunella,Scales,1900-01-01,,Sutton Abinger
Pupella,Maggio,1900-01-01,,Naples
Purv,Pullen,1900-01-01,,[1]
Pyotr,Todorovsky,1900-01-01,,Bobrynets
Q'orianka,Kilcher,1900-01-01,,Schweigmatt
Queen,Latifah,1900-01-01,,"Newark, New Jersey"
Quentin,Crisp,1900-01-01,,Sutton
Quentin,Reynolds,1900-01-01,,"Bronx, New York"
Quentin,Tarantino,1900-01-01,,"Knoxville, Tennessee"
Quincy,Jones,1900-01-01,,Unknown
Quinn,Cummings,1900-01-01,,Unknown
Quinton,Aaron,1900-01-01,,"The Bronx, New York"
Quvenzhané,Wallis,1900-01-01,,"Houma, Louisiana"
R.,Butts,1900-01-01,,Unknown
R.,Cutler,1900-01-01,,[1]
R.,Dearing,1900-01-01,,"Combs, Suffolk"
R.,Ermey,1900-01-01,,"Emporia, Kansas"
R.,Goodwin,1900-01-01,,Unknown
R.,Kelly,1900-01-01,,Chicago
R.,Prasanna,1900-01-01,,Unknown
R.,Sherriff,1900-01-01,,Hampton Wick
R.,Springsteen,1900-01-01,,Unknown
R.E.,Hanley,1900-01-01,,"Cloquet, Minnesota"
R.H.,Bassett,1900-01-01,,Oakland
Raaj,Kumar,1900-01-01,,Loralai
Rabbi,Hier,1900-01-01,,New York City
Rachael,Horovitz,1900-01-01,,New York
Rachael,Taylor,1900-01-01,,"Launceston, Tasmania"
Rachel,Fabien,1900-01-01,,Unknown
Rachel,Grady,1900-01-01,,Unknown
Rachel,Griffiths,1900-01-01,,Melbourne
Rachel,House,1900-01-01,,[1]
Rachel,Levin,1900-01-01,,New York City
Rachel,McAdams,1900-01-01,,"London, Ontario"
Rachel,Morrison,1900-01-01,,"Cambridge, Massachusetts"
Rachel,Mwanza,1900-01-01,,Kasai Province
Rachel,Portman,1900-01-01,,Haslemere
Rachel,Roberts,1900-01-01,,Llanelli
Rachel,Shelley,1900-01-01,,Swindon
Rachel,Shenton,1900-01-01,,Stoke-on-Trent
Rachel,Ticotin,1900-01-01,,"The Bronx, New York"
Rachel,Ward,1900-01-01,,Cornwell
Rachel,Weisz,1900-01-01,,[1]
Rachel,Winter,1900-01-01,,Unknown
Rachel,Zegler,1900-01-01,,"Hackensack, New Jersey"
Rachelle,Lefevre,1900-01-01,,Montreal
Rachid,Bouchareb,1900-01-01,,Paris
Rade,Serbedzija,1900-01-01,,Bunić
Radha,Mitchell,1900-01-01,,[1]
Rae,Chong,1900-01-01,,[1]
Rael,Jones,1900-01-01,,Unknown
Raf,Keunen,1900-01-01,,Unknown
Raf,Vallone,1900-01-01,,Tropea
Rafael,Alonso,1900-01-01,,Madrid
Rafael,Azcona,1900-01-01,,Logroño
Rafael,Campos,1900-01-01,,Santiago
Rafael,Stachowiak,1900-01-01,,Unknown
Rafaela,Aparicio,1900-01-01,,Marbella
Rafe,Spall,1900-01-01,,London
Raffaella,Carrà,1900-01-01,,Bologna
Raffaella,Laurentiis,1900-01-01,,Rome
Raffey,Cassidy,1900-01-01,,Worsley
Raghuvir,Yadav,1900-01-01,,Jabalpur
Raimondo,Crociani,1900-01-01,,Rome
Raisa,Ryazanova,1900-01-01,,Unknown
Raisa,Struchkova,1900-01-01,,Moscow
Raivo,Trass,1900-01-01,,Unknown
Raja,Gosnell,1900-01-01,,Unknown
Rajendra,Kumar,1900-01-01,,[1]
Rajkummar,Rao,1900-01-01,,Gurgaon
Ralf,Bode,1900-01-01,,Berlin
Ralph,Alswang,1900-01-01,,Unknown
Ralph,Baum,1900-01-01,,Wiesbaden
Ralph,Bellamy,1900-01-01,,"Chicago, Illinois"
Ralph,Block,1900-01-01,,"Cherokee, Iowa"
Ralph,Brown,1900-01-01,,Cambridge
Ralph,Burns,1900-01-01,,"Newton, Massachusetts"
Ralph,Byrd,1900-01-01,,"Dayton, Ohio"
Ralph,Dawson,1900-01-01,,"Westborough, Massachusetts"
Ralph,Dietrich,1900-01-01,,Unknown
Ralph,Eggleston,1900-01-01,,"Lake Charles, Louisiana"
Ralph,Fiennes,1900-01-01,,Ipswich
Ralph,Forbes,1900-01-01,,Wandsworth
Ralph,Guggenheim,1900-01-01,,Unknown
Ralph,Hammeras,1900-01-01,,Minneapolis
Ralph,Ineson,1900-01-01,,York
Ralph,Keene,1900-01-01,,Mysore
Ralph,Kemplen,1900-01-01,,Unknown
Ralph,Macchio,1900-01-01,,[1]
Ralph,Meeker,1900-01-01,,Minneapolis
Ralph,Morgan,1900-01-01,,New York City
Ralph,Murphy,1900-01-01,,Unknown
Ralph,Nader,1900-01-01,,"Winsted, Connecticut"
Ralph,Nelson,1900-01-01,,"Long Island City, New York"
Ralph,Rainger,1900-01-01,,New York City
Ralph,Richardson,1900-01-01,,Unknown
Ralph,Rosenblum,1900-01-01,,Brooklyn
Ralph,Spence,1900-01-01,,"Key West, Florida"
Ralph,Staub,1900-01-01,,Unknown
Ralph,Taeger,1900-01-01,,"Richmond Hill, New York"
Ralph,Waite,1900-01-01,,"White Plains, New York"
Ralph,Williams,1900-01-01,,Unknown
Ralph,Winter,1900-01-01,,"Glendale, California"
Ralph,Winters,1900-01-01,,"Toronto, Ontario"
Ralph,Woolsey,1900-01-01,,Oregon
Ralph,Wright,1900-01-01,,"Grants Pass, Oregon"
Ram,Bergman,1900-01-01,,Rishon LeZion
Ram,Charan,1900-01-01,,[1]
RaMell,Ross,1900-01-01,,Frankfurt
Rami,Danon,1900-01-01,,Unknown
Rami,Malek,1900-01-01,,"Torrance, California"
