Iteration,Award Category,Winner,Film
9,Best Sound Recording,Banjo on My Knee,Banjo on My Knee
9,Best Sound Recording,The Charge of the Light Brigade,The Charge of the Light Brigade
9,Best Sound Recording,Dodsworth,Dodsworth
9,Best Sound Recording,General Spanky,General Spanky
9,Best Sound Recording,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town
9,Best Sound Recording,The Texas Rangers,The Texas Rangers
9,Best Sound Recording,That Girl from Paris,That Girl from Paris
9,Best Sound Recording,Three Smart Girls,Three Smart Girls
9,Best Art Direction,Dodsworth,Dodsworth
9,Best Art Direction,Anthony Adverse,Anthony Adverse
9,Best Art Direction,The Great Ziegfeld,The Great Ziegfeld
9,Best Art Direction,Lloyd's of London,Lloyd's of London
9,Best Art Direction,The Magnificent Brute,The Magnificent Brute
9,Best Art Direction,Romeo and Juliet,Romeo and Juliet
9,Best Art Direction,Winterset,Winterset
9,Best Cinematography,Anthony Adverse,Anthony Adverse
9,Best Cinematography,The General Died at Dawn,The General Died at Dawn
9,Best Cinematography,The Gorgeous Hussy,The Gorgeous Hussy
9,Best Film Editing,Anthony Adverse,Anthony Adverse
9,Best Film Editing,Come and Get It,Come and Get It
9,Best Film Editing,The Great Ziegfeld,The Great Ziegfeld
9,Best Film Editing,Lloyd's of London,Lloyd's of London
9,Best Film Editing,A Tale of Two Cities,A Tale of Two Cities
9,Best Film Editing,Theodora Goes Wild,Theodora Goes Wild
9,Best Dance Direction,The Great Ziegfeld,The Great Ziegfeld
9,Best Dance Direction,Born to Dance,Born to Dance
9,Best Dance Direction,Cain and Mabel,Cain and Mabel
9,Best Dance Direction,Dancing Pirate,Dancing Pirate
9,Best Dance Direction,Gold Diggers of 1937,Gold Diggers of 1937
9,Best Dance Direction,One in a Million,One in a Million
9,Best Dance Direction,Swing Time,Swing Time
9,Best Assistant Director,The Charge of the Light Brigade,The Charge of the Light Brigade
9,Best Assistant Director,Anthony Adverse,Anthony Adverse
9,Best Assistant Director,Garden of Allah,Garden of Allah
9,Best Assistant Director,The Last of the Mohicans,The Last of the Mohicans
9,Best Assistant Director,San Francisco,San Francisco
10,Outstanding Production,The Life of Emile Zola,The Life of Emile Zola
10,Outstanding Production,The Awful Truth,The Awful Truth
10,Outstanding Production,Captains Courageous,Captains Courageous
10,Outstanding Production,Dead End,Dead End
10,Outstanding Production,The Good Earth,The Good Earth
10,Outstanding Production,In Old Chicago,In Old Chicago –
10,Outstanding Production,Lost Horizon,Lost Horizon
10,Outstanding Production,One Hundred Men and a Girl,One Hundred Men and a Girl
10,Outstanding Production,Stage Door,Stage Door
10,Outstanding Production,A Star Is Born,A Star Is Born
10,Best Directing,Leo McCarey,The Awful Truth
10,Best Directing,Sidney Franklin,The Good Earth
10,Best Directing,William Dieterle,The Life of Emile Zola
10,Best Directing,Gregory La Cava,Stage Door
10,Best Directing,William Wellman,A Star Is Born
10,Best Actor,Spencer Tracy,Captains Courageous
10,Best Actor,Charles Boyer,Conquest
10,Best Actor,Fredric March,A Star Is Born
10,Best Actor,Robert Montgomery,Night Must Fall
10,Best Actor,Paul Muni,The Life of Emile Zola
10,Best Actress,Luise Rainer,The Good Earth
10,Best Actress,Irene Dunne,The Awful Truth
10,Best Actress,Greta Garbo,Camille
10,Best Actress,Janet Gaynor,A Star Is Born
10,Best Actress,Barbara Stanwyck,Stella Dallas
10,Best Actor in a Supporting Role,Joseph Schildkraut,The Life of Emile Zola
10,Best Actor in a Supporting Role,Ralph Bellamy,The Awful Truth
10,Best Actor in a Supporting Role,Thomas Mitchell,The Hurricane
10,Best Actor in a Supporting Role,H. B. Warner,Lost Horizon
10,Best Actor in a Supporting Role,Roland Young,Topper
10,Best Actress in a Supporting Role,Alice Brady,In Old Chicago
10,Best Actress in a Supporting Role,Andrea Leeds,Stage Door
10,Best Actress in a Supporting Role,Anne Shirley,Stella Dallas
10,Best Actress in a Supporting Role,Claire Trevor,Dead End
10,Best Actress in a Supporting Role,May Whitty,Night Must Fall
10,Best Writing (Original Story),A Star Is Born,A Star Is Born
10,Best Writing (Original Story),Black Legion,Black Legion
10,Best Writing (Original Story),In Old Chicago,In Old Chicago
10,Best Writing (Original Story),The Life of Emile Zola,The Life of Emile Zola
10,Best Writing (Original Story),One Hundred Men and a Girl,One Hundred Men and a Girl
10,Best Writing (Screenplay),The Life of Emile Zola,The Life of Emile Zola
10,Best Writing (Screenplay),The Awful Truth,The Awful Truth
10,Best Writing (Screenplay),Captains Courageous,Captains Courageous
10,Best Writing (Screenplay),Stage Door,Stage Door
10,Best Writing (Screenplay),A Star Is Born,A Star Is Born
10,Best Short Subject (One-Reel),The Private Life of the Gannets,The Private Life of the Gannets
10,Best Short Subject (One-Reel),A Night at the Movies,A Night at the Movies
10,Best Short Subject (One-Reel),Romance of Radium,Romance of Radium
10,Best Short Subject (Two-Reel),Torture Money,Torture Money
10,Best Short Subject (Two-Reel),Deep South,Deep South
10,Best Short Subject (Two-Reel),Should Wives Work?,Should Wives Work?
10,Best Short Subject (Color),Penny Wisdom,Penny Wisdom
10,Best Short Subject (Color),The Man Without a Country,The Man Without a Country
10,Best Short Subject (Color),Popular Science J-7-1,Popular Science J-7-1
10,Best Short Subject (Cartoon),The Old Mill,The Old Mill
10,Best Short Subject (Cartoon),Educated Fish,Educated Fish
10,Best Short Subject (Cartoon),The Little Match Girl,The Little Match Girl
10,Best Music (Scoring),One Hundred Men and a Girl,One Hundred Men and a Girl
10,Best Music (Scoring),The Hurricane,The Hurricane
10,Best Music (Scoring),In Old Chicago,In Old Chicago
10,Best Music (Scoring),The Life of Emile Zola,The Life of Emile Zola
10,Best Music (Scoring),Lost Horizon,Lost Horizon
10,Best Music (Scoring),Make a Wish,Make a Wish
10,Best Music (Scoring),Maytime,Maytime
10,Best Music (Scoring),Portia on Trial,Portia on Trial
10,Best Music (Scoring),The Prisoner of Zenda,The Prisoner of Zenda
10,Best Music (Scoring),Quality Street,Quality Street
10,Best Music (Scoring),Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs
10,Best Music (Scoring),Something to Sing About,Something to Sing About
10,Best Music (Scoring),Souls at Sea,Souls at Sea
10,Best Music (Scoring),Way Out West,Way Out West
10,Best Music (Song),"""Sweet Leilani"" from Waikiki Wedding",Waikiki Wedding
10,Best Music (Song),"""Remember Me"" from Mr. Dodd Takes the Air",Mr. Dodd Takes the Air
10,Best Music (Song),"""That Old Feeling"" from Walter Wanger's Vogues of 1938",Walter Wanger's Vogues of 1938
10,Best Music (Song),"""They Can't Take That Away From Me"" from Shall We Dance",Shall We Dance
10,Best Music (Song),"""Whispers in the Dark"" from Artists and Models",Artists and Models
10,Best Sound Recording,The Hurricane,The Hurricane
10,Best Sound Recording,The Girl Said No,The Girl Said No
10,Best Sound Recording,Hitting a New High,Hitting a New High
10,Best Sound Recording,In Old Chicago,In Old Chicago
10,Best Sound Recording,The Life of Emile Zola,The Life of Emile Zola
10,Best Sound Recording,Lost Horizon,Lost Horizon
10,Best Sound Recording,Maytime,Maytime
10,Best Sound Recording,One Hundred Men and a Girl,One Hundred Men and a Girl
10,Best Sound Recording,Topper,Topper
10,Best Sound Recording,Wells Fargo,Wells Fargo
10,Best Art Direction,Lost Horizon,Lost Horizon
10,Best Art Direction,Conquest,Conquest
10,Best Art Direction,A Damsel in Distress,A Damsel in Distress
10,Best Art Direction,Dead End,Dead End
10,Best Art Direction,Every Day's a Holiday,Every Day's a Holiday
10,Best Art Direction,The Life of Emile Zola,The Life of Emile Zola
10,Best Art Direction,Manhattan Merry-Go-Round,Manhattan Merry-Go-Round
10,Best Art Direction,The Prisoner of Zenda,The Prisoner of Zenda
10,Best Art Direction,Souls at Sea,Souls at Sea
10,Best Art Direction,Walter Wanger's Vogues of 1938,Walter Wanger's Vogues of 1938
10,Best Art Direction,Wee Willie Winkie,Wee Willie Winkie
10,Best Art Direction,You're a Sweetheart,You're a Sweetheart
10,Best Cinematography,The Good Earth,The Good Earth
10,Best Cinematography,Dead End,Dead End
10,Best Cinematography,Wings over Honolulu,Wings over Honolulu
10,Best Film Editing,Lost Horizon,Lost Horizon
10,Best Film Editing,The Awful Truth,The Awful Truth
10,Best Film Editing,Captains Courageous,Captains Courageous
10,Best Film Editing,The Good Earth,The Good Earth
10,Best Film Editing,One Hundred Men and a Girl,One Hundred Men and a Girl
10,Best Dance Direction,A Damsel in Distress,A Damsel in Distress
10,Best Dance Direction,Ali Baba Goes to Town,Ali Baba Goes to Town
10,Best Dance Direction,A Day at the Races,A Day at the Races
10,Best Dance Direction,"Ready, Willing and Able","Ready, Willing and Able"
10,Best Dance Direction,Thin Ice,Thin Ice
10,Best Dance Direction,Varsity Show,Varsity Show
10,Best Dance Direction,Waikiki Wedding,Waikiki Wedding
10,Best Assistant Director,In Old Chicago,In Old Chicago
10,Best Assistant Director,Lost Horizon,Lost Horizon
10,Best Assistant Director,The Life of Emile Zola,The Life of Emile Zola
10,Best Assistant Director,Souls at Sea,Souls at Sea
10,Best Assistant Director,A Star Is Born,A Star Is Born
11,Outstanding Production,You Can't Take It with You,You Can't Take It with You
11,Outstanding Production,The Adventures of Robin Hood,The Adventures of Robin Hood
11,Outstanding Production,Alexander's Ragtime Band,Alexander's Ragtime Band
11,Outstanding Production,Boys Town,Boys Town
11,Outstanding Production,The Citadel,The Citadel
11,Outstanding Production,Four Daughters,Four Daughters
11,Outstanding Production,Grand Illusion,Grand Illusion
11,Outstanding Production,Jezebel,Jezebel
11,Outstanding Production,Pygmalion,Pygmalion
11,Outstanding Production,Test Pilot,Test Pilot
11,Best Directing,Frank Capra,You Can't Take It with You
11,Best Directing,Michael Curtiz,Angels with Dirty Faces
11,Best Directing,Norman Taurog,Boys Town
11,Best Directing,King Vidor,The Citadel
11,Best Directing,Michael Curtiz,Four Daughters
11,Best Actor,Spencer Tracy,Boys Town
11,Best Actor,Charles Boyer,Algiers
11,Best Actor,James Cagney,Angels with Dirty Faces
11,Best Actor,Robert Donat,The Citadel
11,Best Actor,Leslie Howard,Pygmalion
11,Best Actress,Bette Davis,Jezebel
11,Best Actress,Fay Bainter,White Banners
11,Best Actress,Wendy Hiller,Pygmalion
11,Best Actress,Norma Shearer,Marie Antoinette
11,Best Actress,Margaret Sullavan,Three Comrades
11,Best Actor in a Supporting Role,Walter Brennan,Kentucky
11,Best Actor in a Supporting Role,John Garfield,Four Daughters
11,Best Actor in a Supporting Role,Gene Lockhart,Algiers
11,Best Actor in a Supporting Role,Robert Morley,Marie Antoinette
11,Best Actor in a Supporting Role,Basil Rathbone,If I Were King
11,Best Actress in a Supporting Role,Fay Bainter,Jezebel
11,Best Actress in a Supporting Role,Beulah Bondi,Of Human Hearts
11,Best Actress in a Supporting Role,Billie Burke,Merrily We Live
11,Best Actress in a Supporting Role,Spring Byington,You Can't Take It with You
11,Best Actress in a Supporting Role,Miliza Korjus,The Great Waltz
11,Best Writing (Original Story),Boys Town,Boys Town
11,Best Writing (Original Story),Alexander's Ragtime Band,Alexander's Ragtime Band
11,Best Writing (Original Story),Angels with Dirty Faces,Angels with Dirty Faces
11,Best Writing (Original Story),Blockade,Blockade
11,Best Writing (Original Story),Mad About Music,Mad About Music
11,Best Writing (Original Story),Test Pilot,Test Pilot
11,Best Writing (Screenplay),Pygmalion,Pygmalion
11,Best Writing (Screenplay),Boys Town,Boys Town
11,Best Writing (Screenplay),The Citadel,The Citadel
11,Best Writing (Screenplay),Four Daughters,Four Daughters
11,Best Writing (Screenplay),You Can't Take It with You,You Can't Take It with You
11,Best Short Subject (One-Reel),That Mothers Might Live,That Mothers Might Live
11,Best Short Subject (One-Reel),The Great Heart,The Great Heart
11,Best Short Subject (One-Reel),Timber Toppers,Timber Toppers
11,Best Short Subject (Two-Reel),Declaration of Independence,Declaration of Independence
11,Best Short Subject (Two-Reel),Swingtime in the Movies,Swingtime in the Movies
11,Best Short Subject (Two-Reel),They're Always Caught,They're Always Caught
11,Best Short Subject (Cartoon),Ferdinand the Bull,Ferdinand the Bull
11,Best Short Subject (Cartoon),Brave Little Tailor,Brave Little Tailor
11,Best Short Subject (Cartoon),Good Scouts,Good Scouts
11,Best Short Subject (Cartoon),Hunky and Spunky,Hunky and Spunky
11,Best Short Subject (Cartoon),Mother Goose Goes Hollywood,Mother Goose Goes Hollywood
11,Best Music (Original Score),The Adventures of Robin Hood,The Adventures of Robin Hood
11,Best Music (Original Score),Army Girl,Army Girl
11,Best Music (Original Score),Block-Heads,Block-Heads
11,Best Music (Original Score),Blockade,Blockade
11,Best Music (Original Score),Breaking the Ice,Breaking the Ice
11,Best Music (Original Score),The Cowboy and the Lady,The Cowboy and the Lady
11,Best Music (Original Score),If I Were King,If I Were King
11,Best Music (Original Score),Marie Antoinette,Marie Antoinette
11,Best Music (Original Score),Pacific Liner,Pacific Liner
11,Best Music (Original Score),Suez,Suez
11,Best Music (Original Score),The Young in Heart,The Young in Heart
11,Best Music (Scoring),Alexander's Ragtime Band,Alexander's Ragtime Band
11,Best Music (Scoring),Carefree,Carefree
11,Best Music (Scoring),Girls' School,Girls' School
11,Best Music (Scoring),The Goldwyn Follies,The Goldwyn Follies
11,Best Music (Scoring),Jezebel,Jezebel
11,Best Music (Scoring),Mad About Music,Mad About Music
11,Best Music (Scoring),Storm Over Bengal,Storm Over Bengal
11,Best Music (Scoring),Sweethearts,Sweethearts
11,Best Music (Scoring),There Goes My Heart,There Goes My Heart
11,Best Music (Scoring),Tropic Holiday,Tropic Holiday
11,Best Music (Scoring),The Young in Heart,The Young in Heart
11,Best Music (Song),"""Thanks for the Memory"" from The Big Broadcast of 1938",The Big Broadcast of 1938
11,Best Music (Song),"""Always and Always"" from Mannequin",Mannequin
11,Best Music (Song),"""Change Partners"" from Carefree",Carefree
11,Best Music (Song),"""The Cowboy and the Lady"" from The Cowboy and the Lady",The Cowboy and the Lady
11,Best Music (Song),"""Dust"" from Under Western Stars",Under Western Stars
11,Best Music (Song),"""Jeepers Creepers"" from Going Places",Going Places
11,Best Music (Song),"""Merrily We Live"" from Merrily We Live",Merrily We Live
11,Best Music (Song),"""A Mist Over the Moon"" from The Lady Objects",The Lady Objects
11,Best Music (Song),"""My Own"" from That Certain Age",That Certain Age
11,Best Music (Song),"""Now It Can Be Told"" from Alexander's Ragtime Band",Alexander's Ragtime Band
11,Best Sound Recording,The Cowboy and the Lady,The Cowboy and the Lady
11,Best Sound Recording,Army Girl,Army Girl
11,Best Sound Recording,Four Daughters,Four Daughters
11,Best Sound Recording,If I Were King,If I Were King
11,Best Sound Recording,Merrily We Live,Merrily We Live
11,Best Sound Recording,Suez,Suez
11,Best Sound Recording,Sweethearts,Sweethearts
11,Best Sound Recording,That Certain Age,That Certain Age
11,Best Sound Recording,Vivacious Lady,Vivacious Lady
11,Best Sound Recording,You Can't Take It with You,You Can't Take It with You
11,Best Art Direction,The Adventures of Robin Hood,The Adventures of Robin Hood
11,Best Art Direction,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer
11,Best Art Direction,Alexander's Ragtime Band,Alexander's Ragtime Band
11,Best Art Direction,Algiers,Algiers
11,Best Art Direction,Carefree,Carefree
11,Best Art Direction,The Goldwyn Follies,The Goldwyn Follies
11,Best Art Direction,Holiday,Holiday
11,Best Art Direction,If I Were King,If I Were King
11,Best Art Direction,Mad About Music,Mad About Music
11,Best Art Direction,Marie Antoinette,Marie Antoinette
11,Best Art Direction,Merrily We Live,Merrily We Live
11,Best Cinematography,The Great Waltz,The Great Waltz
11,Best Cinematography,Algiers,Algiers
11,Best Cinematography,Army Girl,Army Girl
11,Best Cinematography,The Buccaneer,The Buccaneer
11,Best Cinematography,Jezebel,Jezebel
11,Best Cinematography,Mad About Music,Mad About Music
11,Best Cinematography,Merrily We Live,Merrily We Live
11,Best Cinematography,Suez,Suez
11,Best Cinematography,Vivacious Lady,Vivacious Lady
11,Best Cinematography,You Can't Take It with You,You Can't Take It with You
