Movie_Name,Release_Date,Box_Office,Run_Time,Languages
Borrowed Time,2015-01-01,,7,
Bosom Friends,1934-01-01,,,
Bound for Glory,1976-01-01,,147,
Boundin',2003-01-01,,5,
Bowling for Columbine,2002-01-01,58000000.00,120,
Boxballet,2021-01-01,,15,
Boy and the World,2013-01-01,277143.00,80,
Boy on a Dolphin,1957-01-01,2800000.00,111,
Boyhood,2014-01-01,57300000.00,165,
Boys and Girls,1983-01-01,,22,
Boys Don't Cry,1999-01-01,20700000.00,118,
Boys Town,1938-01-01,4058000.00,93,
Boyz n the Hood,1991-01-01,57500000.00,112,
Bram Stoker's Dracula,1992-01-01,215900000.00,128,
Brave,2012-01-01,539000000.00,93,
Brave Little Tailor,1938-01-01,,9,
Braveheart,1995-01-01,209000000.00,178,
Bravery in the Field,1979-01-01,,29,
Brazil,1944-01-01,,91,
Brazil,1985-01-01,9900000.00,142,
"Bread, Love and Dreams",1953-01-01,,90,
Breaker Morant,1980-01-01,4700000.00,107,
Breakfast at Tiffany's,1961-01-01,14000000.00,114,
Breaking Away,1979-01-01,20000000.00,101,
Breaking the Habit,1964-01-01,,5,
Breaking the Ice,1938-01-01,,81,
Breaking the Language Barrier,1961-01-01,,,
Breaking the Sound Barrier,1952-01-01,227978.00,117,
Breaking the Waves,1996-01-01,23000000.00,158,
Breakthrough,2019-01-01,50400000.00,116,
Breathing Lessons: The Life and Work of Mark O'Brien,1996-01-01,,35,
Brewster's Millions,1945-01-01,,79,
Bride of Frankenstein,1935-01-01,2000000.00,75,
Bridesmaids,2011-01-01,306400000.00,125,
Bridge of Spies,2015-01-01,165500000.00,141,
Bridge of Time,1950-01-01,,17,
Bridget Jones's Diary,2001-01-01,282000000.00,96,
Brief Encounter,1945-01-01,,87,
Brigadoon,1954-01-01,2250000.00,108,
Bright Star,2009-01-01,14400000.00,119,
Bright Victory,1951-01-01,,97,
Broadcast News,1987-01-01,67300000.00,133,
Broadway Danny Rose,1984-01-01,10600497.00,84,
Broadway Hostess,1935-01-01,,68,
Broadway Melody of 1936,1935-01-01,2871000.00,101,
Brokeback Mountain,2005-01-01,178100000.00,134,
Broken Arrow,1950-01-01,3600000.00,93,
Broken Lance,1954-01-01,3800000.00,96,
Broken Rainbow,1985-01-01,,70,
Brooklyn,2015-01-01,62400000.00,112,
Brooklyn Bridge,1981-01-01,,58,
Brother Bear,2003-01-01,250400000.00,85,
"Brother Sun, Sister Moon",1972-01-01,1200000.00,135,
Brotherhood,2018-01-01,330661.00,25,
Brubaker,1980-01-01,37121708.00,131,
Buck Privates,1941-01-01,4000000.00,84,
Buena Vista Social Club,1999-01-01,23000000.00,105,
Bugsy,1991-01-01,49100000.00,137,
Bugsy Malone,1976-01-01,1373964.00,93,
Building a Building,1933-01-01,,7,
Building Bombs,1990-01-01,,54,
Bull Durham,1988-01-01,50900000.00,108,
Bulldog Drummond,1929-01-01,,90,
Bullets Over Broadway,1994-01-01,37500000.00,98,
Bullfighter and the Lady,1951-01-01,,87,
Bullhead,2011-01-01,151840.00,128,
Bullitt,1968-01-01,42300000.00,113,
Bulworth,1998-01-01,29200000.00,108,
Bunny,1998-01-01,,7,
Burma VJ,2008-01-01,123477.00,84,
Burning Down Tomorrow,1990-01-01,,10,
Burnt by the Sun,1994-01-01,2300000.00,135,
Burrow,2020-01-01,,6,
Bus Stop,1956-01-01,7270000.00,96,
Buster,1988-01-01,4200000.00,102,
Busy Little Bears,1939-01-01,,10,
Butch and Sundance: The Early Days,1979-01-01,5136913.00,111,
Butch Cassidy and the Sundance Kid,1969-01-01,102300000.00,110,
Butter Lamp,2013-01-01,,15,
BUtterfield 8,1960-01-01,10000000.00,109,
Butterflies Are Free,1972-01-01,6700000.00,109,
Buzkashi Boys,2012-01-01,,29,
Bye Bye Birdie,1963-01-01,13100000.00,112,
Cabaret,1972-01-01,42800000.00,124,
Cabin in the Sky,1943-01-01,1953000.00,98,
Cactus Flower,1969-01-01,25800000.00,103,
Caesar and Cleopatra,1945-01-01,2250000.00,128,
Caged,1950-01-01,1500000.00,96,
Cain and Mabel,1936-01-01,,90,
Calamity Jane,1953-01-01,,101,
California Suite,1978-01-01,42000000.00,103,
Call Me by Your Name,2017-01-01,43100000.00,132,
Call Me Madam,1953-01-01,2850000.00,114,
Camelot,1967-01-01,31100000.00,180,
Camera Thrills,1935-01-01,,25,
Camila,1984-01-01,,105,
Camille,1936-01-01,2842000.00,109,
Camille Claudel,1988-01-01,23700000.00,175,
Can You Ever Forgive Me?,2018-01-01,12400000.00,107,
Can-Can,1960-01-01,4200000.00,131,
Can't Help Singing,1944-01-01,,90,
Canary Row,1950-01-01,,7,
Canyon Passage,1946-01-01,4263651.00,92,
Cape Fear,1991-01-01,182300000.00,128,
Capernaum,2018-01-01,68600000.00,126,
Capote,2005-01-01,49900000.00,114,
Captain America: The Winter Soldier,2014-01-01,714400000.00,136,
Captain Blood,1935-01-01,3090000.00,119,
"Captain Carey, U.S.A.",1950-01-01,1625000.00,83,
Captain Caution,1940-01-01,531149.00,86,
Captain Eddie,1945-01-01,1000000.00,107,
Captain Fantastic,2016-01-01,22800000.00,118,
Captain from Castile,1947-01-01,3650000.00,141,
Captain Fury,1939-01-01,537858.00,92,
Captain Kidd,1945-01-01,,90,
"Captain Newman, M.D.",1963-01-01,4250000.00,126,
Captain Phillips,2013-01-01,218000000.00,134,
Captains Courageous,1937-01-01,3100000.00,117,
Captains of the Clouds,1942-01-01,3400000.00,114,
Capturing the Friedmans,2003-01-01,,107,
Caravans,1978-01-01,1965000.00,127,
Career,1959-01-01,3000000.00,105,
Carefree,1938-01-01,1731000.00,83,
Carmen,1983-01-01,3100000.00,102,
Carmen Jones,1954-01-01,9800000.00,105,
Carnal Knowledge,1971-01-01,12300000.00,97,
Carne y Arena,2017-01-01,,7,
Carol,2015-01-01,42500000.00,119,
Carrie,1952-01-01,1800000.00,118,
Carrie,1976-01-01,33800000.00,98,
Cars,2006-01-01,462000000.00,117,
Cartel Land,2015-01-01,792194.00,100,
Casablanca,1942-01-01,3.70,102,
Casals Conducts: 1964,1964-01-01,,20,
Casanova 70,1965-01-01,3100000.00,113,
Casanova Brown,1944-01-01,,91,
Casbah,1948-01-01,1092283.00,94,
Cashback,2004-01-01,2300000.00,102,
Casino,1995-01-01,116100000.00,178,
Casino Royale,1967-01-01,41700000.00,131,
Cast Away,2000-01-01,429600000.00,144,
Cat Ballou,1965-01-01,20700000.00,96,
Cat on a Hot Tin Roof,1958-01-01,11200000.00,108,
Catch Me If You Can,2002-01-01,352100000.00,141,
Cats' Play,1972-01-01,,115,
Causeway,2022-01-01,,92,
Cavalcade,1933-01-01,1004000.00,112,
Cavalcade of Dance,1943-01-01,,11,
Cavedigger,2013-01-01,,39,
Centennial Summer,1946-01-01,3000000.00,102,
Central Station,1998-01-01,22000000.00,113,
Chagall,1963-01-01,,,
Champion,1949-01-01,2500000.00,99,
Champions Carry On,1943-01-01,,10,
Chances Are,1989-01-01,16300000.00,108,
Chang: A Drama of the Wilderness,1927-01-01,,64,
Changeling,2008-01-01,113400000.00,142,
Changing Our Minds: The Story of Dr. Evelyn Hooker,1992-01-01,,77,
Chaplin,1992-01-01,12000000.00,145,
Chapter Two,1979-01-01,30000000.00,124,
Charade,1963-01-01,13400000.00,113,
Charade,1984-01-01,,5,
Chariots of Fire,1981-01-01,59000000.00,124,
Chariots of the Gods,1970-01-01,25900000.00,92,
Charlie and the Chocolate Factory,2005-01-01,475800000.00,115,
Charlie Wilson's War,2007-01-01,119500000.00,100,
Charly,1968-01-01,8500000.00,106,
Chasing Ice,2012-01-01,1331836.00,75,
"Chau, Beyond the Lines",2015-01-01,,34,
Cheers for Miss Bishop,1941-01-01,,95,
Chernobyl Heart,2003-01-01,,39,
Cheyenne Autumn,1964-01-01,3500000.00,154,
Chicago,2002-01-01,306800000.00,113,
Chicks in White Satin,1993-01-01,,25,
Chico and Rita,2010-01-01,2200000.00,94,
Children of a Lesser God,1986-01-01,101500000.00,114,
Children of Darkness,1983-01-01,,57,
Children of Fate: Life and Death in a Sicilian Family,1993-01-01,,85,
Children of Heaven,1997-01-01,1600000.00,88,
Children of Mars,1943-01-01,,,
Children of Men,2006-01-01,70500000.00,109,
Children of Nature,1991-01-01,,82,
Children of Paradise,1945-01-01,4768505.00,190,
Children Underground,2001-01-01,,104,
Children Without,1964-01-01,,,
Chile: Hasta Cuando?,1986-01-01,,57,
Chimps: So Like Us,1990-01-01,,,
China's Unnatural Disaster: The Tears of Sichuan Province,2009-01-01,,39,
Chinatown,1974-01-01,29200000.00,131,
Chip an' Dale,1947-01-01,,637,
Chitty Chitty Bang Bang,1968-01-01,7500000.00,145,
Chocolat,2000-01-01,152700000.00,121,
Christmas Cracker,1963-01-01,,9,
Christmas Holiday,1944-01-01,2000000.00,93,
Christmas Under Fire,1941-01-01,,10,
Christo's Valley Curtain,1974-01-01,,28,
Christopher Robin,2018-01-01,197700000.00,104,
Churchill's Island,1941-01-01,,21,
Cimarron,1931-01-01,1383000.00,124,
Cimarron,1960-01-01,4825000.00,147,
Cinderella,1950-01-01,182000000.00,76,
Cinderella,2015-01-01,542400000.00,106,
Cinderella Liberty,1973-01-01,3700000.00,117,
Cinderella Man,2005-01-01,108500000.00,144,
Cinema Paradiso,1988-01-01,36000000.00,155,
Citizen Kane,1941-01-01,1800000.00,114,
Citizenfour,2014-01-01,3000000.00,113,
City of God,2002-01-01,30600000.00,130,
City of Gold,1957-01-01,,21,
City of Wax,1934-01-01,,20,
City Out of Wilderness,1974-01-01,,28,
City Slickers,1991-01-01,179000000.00,114,
Claude Lanzmann: Spectres of the Shoah,2015-01-01,,40,
Claudelle Inglish,1962-01-01,3500000.00,99,
Claudine,1974-01-01,6000000.00,92,
Clean Slate,1981-01-01,16500000.00,128,
Clear and Present Danger,1994-01-01,215900000.00,141,
Cleopatra,1934-01-01,1929161.00,100,
Cleopatra,1963-01-01,57800000.00,243,
Click,2006-01-01,240700000.00,107,
Cliffhanger,1993-01-01,255000000.00,113,
Climbing the Matterhorn,1947-01-01,,21,
Close,2022-01-01,5200000.00,104,
Close Encounters of the Third Kind,1977-01-01,306900000.00,135,
Close Harmony,1981-01-01,,30,
Close to Eden,1991-01-01,,118,
Closed Mondays,1974-01-01,,8,
Closely Watched Trains,1966-01-01,1500000.00,92,
Closer,2004-01-01,115500000.00,104,
Coal Miner's Daughter,1980-01-01,67180000.00,124,
Coco,2017-01-01,814300000.00,105,
Coco Before Chanel,2009-01-01,50800000.00,105,
Cocoon,1985-01-01,85300000.00,117,
CODA,2021-01-01,2200000.00,111,
Code Gray: Ethical Dilemmas in Nursing,1984-01-01,,26,
Cold Mountain,2003-01-01,173000000.00,154,
Cold War,2018-01-01,25000000.00,88,
Colette,2020-01-01,,24,
Collateral,2004-01-01,220200000.00,120,
Collective,2019-01-01,147875.00,109,
Colonel Redl,1985-01-01,,144,
Colors Straight Up,1997-01-01,,,
Combat Report,1942-01-01,,,
Come and Get It,1936-01-01,,99,
"Come Back, Little Sheba",1952-01-01,3500000.00,99,
Come Blow Your Horn,1963-01-01,12700000.00,112,
Come Fill the Cup,1951-01-01,,113,
Come to the Stable,1949-01-01,3000000.00,94,
Comes a Horseman,1978-01-01,9585769.00,118,
Coming 2 America,2021-01-01,,110,
Coming Home,1978-01-01,32700000.00,128,
Coming to America,1988-01-01,288.80,117,
Commandos Strike at Dawn,1942-01-01,1500000.00,100,
Common Threads: Stories from the Quilt,1989-01-01,,79,
Complaints of a Dutiful Daughter,1994-01-01,,44,
Comrade X,1940-01-01,2000000.00,90,
Con Air,1997-01-01,224000000.00,115,
Conclave,2024-01-01,109200000.00,120,
Condemned,1929-01-01,,86,
Coney Island,1943-01-01,3305000.00,96,
Confidence,1980-01-01,,105,
Conquer by the Clock,1942-01-01,,,
Conquest,1937-01-01,2141000.00,113,
Conquest of Light,1975-01-01,,11,
Contact,1992-01-01,,30,
Contact,1997-01-01,171100000.00,150,
Cool Hand Luke,1967-01-01,16200000.00,126,
Coquette,1929-01-01,1500000.00,76,
Coraline,2009-01-01,185900000.00,100,
Corpse Bride,2005-01-01,118100000.00,77,
Corpus Christi,2019-01-01,10900000.00,116,
Corvette K-225,1943-01-01,1000000.00,98,
Cosmic Voyage,1996-01-01,,36,
Country,1984-01-01,9640000.00,110,
Country Strong,2010-01-01,20600000.00,117,
Course Completed,1987-01-01,,94,
Cousin Cousine,1975-01-01,2011394.00,95,
Cover Girl,1944-01-01,,107,
Cowboy,1958-01-01,1600000.00,92,
Cowboy,1966-01-01,,,
Crac,1981-01-01,,15,
Crack USA: County Under Siege,1989-01-01,,42,
Cradle of Genius,1961-01-01,,25,
Crash,2004-01-01,98400000.00,112,
Crash Dive,1943-01-01,2646000.00,106,
Crashing the Water Barrier,1956-01-01,,9,
Crazy Heart,2009-01-01,47400000.00,112,
Crazylegs,1953-01-01,,87,
Creature Comforts,1989-01-01,,,
Creed,2015-01-01,173600000.00,133,
Cries and Whispers,1972-01-01,2130705.00,91,
Crimes and Misdemeanors,1989-01-01,18300000.00,104,
Crimes of the Heart,1986-01-01,22900000.00,105,
Crimson Tide,1995-01-01,157400000.00,116,
Crip Camp,2020-01-01,,108,
Crisis Hotline: Veterans Press 1,2013-01-01,,40,
Crocodile Dundee,1986-01-01,328000000.00,104,
Cromwell,1970-01-01,,140,
Cross Creek,1983-01-01,,127,
Crossfire,1947-01-01,2500000.00,86,
"Crouching Tiger, Hidden Dragon",2000-01-01,214000000.00,120,
Cruella,2021-01-01,233500000.00,134,
Cry Freedom,1987-01-01,15000000.00,157,
Curfew,2012-01-01,,19,
Curse of the Golden Flower,2006-01-01,78568977.00,114,
Curtain Call,2000-01-01,,,
Cutie and the Boxer,2013-01-01,199100.00,82,
Cyrano,2021-01-01,6400000.00,124,
Cyrano de Bergerac,1950-01-01,1900000.00,113,
Cyrano de Bergerac,1990-01-01,41300000.00,137,
Czechoslovakia 1968,1969-01-01,,1436,
D-Day Remembered,1994-01-01,,54,
Da 5 Bloods,2020-01-01,,156,
Dad,1989-01-01,27000000.00,117,
Daddy Long Legs,1955-01-01,2500000.00,126,
Dae,1979-01-01,,16,
Daens,1992-01-01,490000.00,138,
Daisy Miller,1974-01-01,,91,
Dallas Buyers Club,2013-01-01,55000000.00,117,
Damage,1992-01-01,31000000.00,111,
Damn Yankees!,1958-01-01,2600000.00,111,
Dance Lexie Dance,1996-01-01,,14,
Dancemaker,1998-01-01,,98,
Dancer in the Dark,2000-01-01,45600000.00,140,
Dances With Wolves,1990-01-01,424200000.00,181,
Dancing Pirate,1936-01-01,,83,
Dangerous,1935-01-01,2200000.00,79,
Dangerous Liaisons,1988-01-01,34700000.00,119,
Dangerous Moves,1984-01-01,2500000.00,110,
Dark Command,1940-01-01,,94,
Dark Eyes,1987-01-01,,118,
Dark Victory,1939-01-01,,104,
Darkest Hour,2017-01-01,150800000.00,125,
Darling,1965-01-01,4500000.00,127,
Darling Lili,1970-01-01,3250000.00,136,
Darwin's Nightmare,2004-01-01,,107,
Das Boot,1981-01-01,84900000.00,149,
Das Rad,2001-01-01,,8,
Daughter from Danang,2002-01-01,,83,
Dave,1993-01-01,92000000.00,110,
David and Bathsheba,1951-01-01,4720000.00,116,
David and Lisa,1962-01-01,2300000.00,93,
David Copperfield,1935-01-01,3064000.00,129,
Dawn of the Planet of the Apes,2014-01-01,710600000.00,130,
Day & Night,2010-01-01,,6,
Day for Night,1973-01-01,839583.00,116,
Day of the Painter,1960-01-01,,15,
Day One,2015-01-01,,25,
Daybreak in Udi,1949-01-01,,47,
Daylight,1996-01-01,159200000.00,114,
Days of Glory,1944-01-01,,86,
Days of Glory,2006-01-01,22500000.00,123,
Days of Heaven,1978-01-01,3400000.00,94,
Days of Thunder,1990-01-01,157900000.00,108,
Days of Waiting: The Life & Art of Estelle Ishigo,1990-01-01,,28,
Days of Wine and Roses,1962-01-01,8100000.00,117,
Dcera (Daughter),2019-01-01,,15,
Dead End,1937-01-01,,93,
Dead Man Walking,1995-01-01,83000000.00,122,
Dead Poets Society,1989-01-01,235900000.00,128,
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1991-01-01,,27,
Dear Basketball,2017-01-01,,5,
Dear Diary,1996-01-01,,22,
Dear Heart,1964-01-01,,113,
Dear John,1964-01-01,4000000.00,115,
Dear Rosie,1990-01-01,,11,
Death Becomes Her,1992-01-01,149000000.00,104,
Death by Numbers,2024-01-01,,33,
Death in Venice,1971-01-01,,130,
Death of a Salesman,1951-01-01,1200000.00,115,
Death of a Shadow,2012-01-01,,20,
Death on the Job,1991-01-01,,,
Death on the Nile,1978-01-01,18000000.00,140,
Debonair Dancers,1986-01-01,,,
Decision Before Dawn,1951-01-01,1550000.00,119,
Declaration of Independence,1938-01-01,,17,
Deconstructing Harry,1997-01-01,10700000.00,96,
Deep South,1937-01-01,,,
Deep Waters,1948-01-01,,85,
Deepwater Horizon,2016-01-01,121800000.00,107,
Defending Our Lives,1993-01-01,,30,
Defiance,2008-01-01,51200000.00,137,
DeKalb Elementary,2017-01-01,,21,
Deliver Us from Evil,2006-01-01,327205.00,101,
Deliverance,1972-01-01,46100000.00,109,
Departures,2008-01-01,70000000.00,130,
Der Fuehrer's Face,1943-01-01,,8,
Dersu Uzala,1975-01-01,21000000.00,144,
Desert Victory,1943-01-01,,60,
Desert Wonderland,1942-01-01,,9,
Design for Death,1947-01-01,,48,
Designing Woman,1957-01-01,3700000.00,118,
Desire Under the Elms,1958-01-01,1000000.00,111,
Désirée,1954-01-01,9000000.00,110,
Desperate Journey,1942-01-01,3980000.00,107,
Despicable Me 2,2013-01-01,971000000.00,98,
Destination Moon,1950-01-01,5000000.00,91,
Destination Tokyo,1943-01-01,4544000.00,131,
Destino,2003-01-01,,7,
Detainment,2018-01-01,,30,
Detective Story,1951-01-01,2800000.00,103,
Detouring America,1939-01-01,,7,
Devil Take Us,1952-01-01,,,
Diamonds Are Forever,1971-01-01,116000000.00,120,
Diary of a Mad Housewife,1970-01-01,6100000.00,95,
Dick Tracy,1990-01-01,162700000.00,105,
Die Hard,1988-01-01,139.80,132,
Dillinger,1945-01-01,2000000.00,70,
Diner,1982-01-01,14100000.00,110,
Dirty Dancing,1987-01-01,214000000.00,100,
Dirty Pretty Things,2002-01-01,13900000.00,97,
Dirty Wars,2013-01-01,371245.00,86,
Disraeli,1929-01-01,1498000.00,90,
District 9,2009-01-01,210800000.00,112,
Dive Bomber,1941-01-01,2613000.00,133,
Divided We Fall,2000-01-01,1830938.00,123,
Divorce American Style,1967-01-01,12000000.00,109,
Divorce Italian Style,1961-01-01,2300000.00,108,
Django Unchained,2012-01-01,426000000.00,165,
Do I Have to Take Care of Everything?,2012-01-01,,,
Do Not Split,2020-01-01,,35,
Do the Right Thing,1989-01-01,37300000.00,120,
Doctor Dolittle,1967-01-01,9000000.00,152,
Doctor Strange,2016-01-01,677800000.00,115,
Doctor Zhivago,1965-01-01,111700000.00,193,
Dodes'ka-den,1970-01-01,,140,
Dodsworth,1936-01-01,1600000.00,101,
Dog Day Afternoon,1975-01-01,50.00,125,
Dogtooth,2009-01-01,1400000.00,97,
Doing Time: Life Inside the Big House,1991-01-01,,60,
Dolphins,2000-01-01,,39,
Don Juan DeMarco,1995-01-01,69000000.00,97,
Don't,1974-01-01,,19,
Don't Look Up,2021-01-01,791863.00,138,
Don't Mess with Bill,1980-01-01,,11,
Don't Talk,1942-01-01,,22,
Don't Tell,2005-01-01,,120,
Donald in Mathmagic Land,1959-01-01,,2735,
Donald's Crime,1945-01-01,,8,
Donnie Brasco,1997-01-01,124900000.00,127,
Double Feature,1984-01-01,,115,
Double Indemnity,1944-01-01,,107,
Double or Nothing,1936-01-01,,21,
Doubt,2008-01-01,50900000.00,104,
Down and Out in America,1986-01-01,,57,
Down Argentine Way,1940-01-01,2000000.00,89,
Down on the Farm,1941-01-01,,11,
Downfall,2004-01-01,92200000.00,155,
Dr. Cyclops,1940-01-01,,77,
Dr. Ehrlich's Magic Bullet,1940-01-01,,103,
Dr. Jekyll and Mr. Hyde,1931-01-01,1250000.00,96,
Dr. Jekyll and Mr. Hyde,1941-01-01,2300000.00,127,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-01,9200000.00,94,
Drag,1929-01-01,,85,
Dragon Seed,1944-01-01,4600000.00,147,
Dragonheart,1996-01-01,115300000.00,103,
Dragonslayer,1981-01-01,14100000.00,109,
Dream Doll,1979-01-01,,,
Dream Wife,1953-01-01,1885000.00,100,
Dreamgirls,2006-01-01,155400000.00,130,
Drive,2011-01-01,81400000.00,100,
Drive My Car,2021-01-01,15400000.00,179,
Driving Miss Daisy,1989-01-01,145800000.00,99,
Drums Along the Mohawk,1939-01-01,1558000.00,104,
Drunk Driving,1939-01-01,,22,
Duel in the Sun,1946-01-01,20400000.00,145,
Dumbo,1941-01-01,1300000.00,64,
Dummy Ache,1936-01-01,,18,
Dune,1984-01-01,30900000.00,137,
Dune,2021-01-01,410680000.00,155,
Dune: Part Two,2024-01-01,714700000.00,166,
Dunkirk,2017-01-01,530400000.00,106,
Duo,1968-01-01,,13,
Dust of Life,1995-01-01,,87,
Dylan Thomas,1962-01-01,,30,
Dynamite,1929-01-01,,129,
E.T. the Extra-Terrestrial,1982-01-01,797300000.00,114,
Earl Carroll Vanities,1945-01-01,,91,
Earthquake,1974-01-01,167400000.00,123,
East Lynne,1931-01-01,,102,
East of Eden,1955-01-01,5000000.00,117,
East/West,1999-01-01,9400000.00,124,
Easter Parade,1948-01-01,6800000.00,108,
Eastern Promises,2007-01-01,56100000.00,101,
Easy Rider,1969-01-01,60000000.00,96,
Eat Drink Man Woman,1994-01-01,24200000.00,123,
Ed Wood,1994-01-01,13800000.00,127,
"Edison, the Man",1940-01-01,1787000.00,107,
Edith+Eddie,2017-01-01,,29,
Educated Fish,1937-01-01,,730,
Educating Peter,1992-01-01,,30,
Educating Rita,1983-01-01,14600000.00,110,
Edward Scissorhands,1990-01-01,86000000.00,105,
